user_id,reel_id,view,watch_ratio,like,comment,purchase,timestamp
261,1029,1,0.57,1,0,0,2026-03-12 22:22:36
261,245,1,0.94,0,0,0,2026-05-06 22:22:36
261,1909,1,0.68,0,0,0,2026-04-05 22:22:36
261,1537,1,0.55,0,0,0,2026-04-03 22:22:36
261,1142,1,0.96,0,0,0,2026-05-06 22:22:36
261,2832,1,0.75,0,0,0,2026-03-17 22:22:37
262,1387,1,0.61,1,0,0,2026-05-04 22:22:36
262,1317,1,0.78,1,0,0,2026-04-14 22:22:36
262,1169,1,0.81,1,0,0,2026-03-14 22:22:36
262,1888,1,0.85,0,0,0,2026-04-28 22:22:36
262,1427,1,0.66,1,0,0,2026-02-27 22:22:36
262,1870,1,0.72,0,0,0,2026-03-06 22:22:36
262,2661,1,0.52,0,1,0,2026-04-28 22:22:37
262,905,1,0.84,1,0,0,2026-04-27 22:22:36
262,434,1,0.7,0,1,0,2026-04-08 22:22:36
262,489,1,0.89,0,0,0,2026-04-26 22:22:36
262,1373,1,0.89,0,0,0,2026-02-24 22:22:36
262,96,1,0.63,1,0,0,2026-02-28 22:22:36
262,1678,1,0.71,1,0,1,2026-04-30 22:22:36
262,1478,1,0.96,0,0,0,2026-04-17 22:22:36
262,2952,1,0.51,0,0,0,2026-02-23 22:22:37
262,2094,1,0.67,1,0,0,2026-04-22 22:22:37
262,1593,1,0.5,0,0,0,2026-04-16 22:22:36
262,298,1,0.58,1,0,0,2026-04-04 22:22:36
262,1330,1,0.9,0,1,0,2026-03-29 22:22:36
262,2672,1,0.97,1,0,0,2026-03-12 22:22:37
262,1142,1,0.86,0,0,0,2026-05-01 22:22:36
262,294,1,0.56,0,0,0,2026-04-17 22:22:36
262,267,1,0.6,0,0,0,2026-04-24 22:22:36
262,2123,1,0.86,0,0,0,2026-05-07 22:22:37
262,1348,1,0.85,0,0,0,2026-03-11 22:22:36
262,1716,1,0.51,0,0,0,2026-02-17 22:22:36
262,1950,1,0.92,0,0,0,2026-04-16 22:22:36
262,1796,1,0.52,1,0,0,2026-04-30 22:22:36
262,1107,1,0.98,0,0,0,2026-04-25 22:22:36
262,2656,1,0.66,0,0,0,2026-03-20 22:22:37
262,893,1,0.78,0,0,1,2026-05-04 22:22:36
262,1342,1,0.52,1,0,0,2026-03-11 22:22:36
262,1957,1,0.68,0,0,0,2026-04-06 22:22:36
262,1333,1,0.65,0,0,0,2026-04-27 22:22:36
262,2653,1,0.63,0,0,0,2026-03-01 22:22:37
262,466,1,0.69,0,0,1,2026-04-13 22:22:36
262,252,1,0.68,0,0,0,2026-04-16 22:22:36
263,1305,1,0.37,0,0,0,2026-04-27 22:22:36
263,1926,1,0.97,0,0,0,2026-03-30 22:22:36
263,518,1,0.72,0,0,0,2026-05-06 22:22:36
263,1769,1,0.52,0,0,0,2026-04-11 22:22:36
263,2466,1,0.98,0,0,0,2026-03-16 22:22:37
263,2999,1,0.46,0,0,0,2026-05-13 22:22:37
263,590,1,0.57,0,0,0,2026-03-09 22:22:36
263,184,1,0.93,0,0,0,2026-03-02 22:22:36
263,1137,1,0.24,1,0,0,2026-05-05 22:22:36
263,2706,1,0.57,1,0,0,2026-04-18 22:22:37
263,1307,1,0.78,0,1,0,2026-03-22 22:22:36
263,2762,1,0.76,0,0,0,2026-02-14 22:22:37
263,2557,1,0.58,0,0,0,2026-03-30 22:22:37
263,2958,1,0.86,1,0,0,2026-05-01 22:22:37
263,2707,1,0.87,0,0,0,2026-03-30 22:22:37
263,816,1,0.53,0,1,0,2026-02-23 22:22:36
263,2943,1,0.68,0,0,0,2026-05-04 22:22:37
263,618,1,0.99,0,0,0,2026-04-07 22:22:36
263,2502,1,0.89,0,0,0,2026-03-01 22:22:37
263,244,1,0.57,1,0,0,2026-02-20 22:22:36
263,2326,1,0.91,1,0,0,2026-03-26 22:22:37
263,2278,1,0.19,0,0,0,2026-03-10 22:22:37
263,122,1,0.81,1,0,0,2026-04-05 22:22:36
263,1263,1,0.83,1,0,0,2026-02-13 22:22:36
263,2416,1,0.93,0,0,0,2026-03-28 22:22:37
263,1256,1,0.35,0,0,0,2026-02-19 22:22:36
263,2916,1,0.42,0,0,0,2026-02-26 22:22:37
263,458,1,0.85,1,0,0,2026-03-14 22:22:36
263,2545,1,0.99,0,0,0,2026-02-28 22:22:37
263,2571,1,0.62,0,0,0,2026-04-23 22:22:37
263,2202,1,0.59,0,0,0,2026-04-19 22:22:37
263,1737,1,0.84,0,0,0,2026-04-25 22:22:36
263,2984,1,0.54,1,0,0,2026-02-27 22:22:37
263,1320,1,0.68,1,1,0,2026-03-06 22:22:36
264,1908,1,0.65,0,0,0,2026-02-17 22:22:36
264,583,1,0.57,0,0,0,2026-05-02 22:22:36
264,613,1,0.85,0,0,0,2026-04-24 22:22:36
264,2955,1,0.67,1,0,0,2026-02-12 22:22:37
264,205,1,0.79,0,0,0,2026-04-30 22:22:36
264,1080,1,0.68,0,0,0,2026-04-06 22:22:36
264,423,1,0.74,1,0,0,2026-04-13 22:22:36
264,1849,1,0.68,0,0,0,2026-04-27 22:22:36
264,1698,1,0.6,1,0,0,2026-02-11 22:22:36
264,1838,1,0.82,0,0,0,2026-04-15 22:22:36
264,2775,1,0.57,1,0,0,2026-05-04 22:22:37
264,740,1,0.9,0,0,0,2026-04-06 22:22:36
264,2846,1,0.81,0,0,0,2026-03-11 22:22:37
264,2030,1,0.87,0,0,0,2026-02-06 22:22:36
264,2139,1,0.52,0,0,0,2026-03-14 22:22:37
264,1422,1,0.67,0,0,0,2026-05-10 22:22:36
264,2122,1,0.94,0,0,0,2026-03-30 22:22:37
264,2279,1,0.94,0,0,0,2026-04-16 22:22:37
264,2027,1,0.52,1,0,0,2026-03-15 22:22:36
264,1795,1,0.89,0,0,0,2026-02-12 22:22:36
264,362,1,0.74,1,0,0,2026-02-23 22:22:36
264,315,1,0.94,0,0,0,2026-03-20 22:22:36
264,2803,1,0.13,0,0,0,2026-04-13 22:22:37
264,2634,1,0.61,0,0,0,2026-04-20 22:22:37
264,312,1,0.6,0,0,0,2026-02-24 22:22:36
264,4,1,0.79,0,0,0,2026-03-22 22:22:36
264,2525,1,0.66,0,0,0,2026-02-22 22:22:37
264,2662,1,0.68,0,0,0,2026-05-07 22:22:37
264,612,1,0.79,0,1,0,2026-04-06 22:22:36
264,2485,1,0.79,0,0,0,2026-03-05 22:22:37
264,2214,1,0.75,0,0,0,2026-04-19 22:22:37
265,2414,1,0.6,0,0,0,2026-05-01 22:22:37
265,705,1,0.88,1,0,0,2026-05-10 22:22:36
265,2829,1,0.77,0,0,0,2026-05-01 22:22:37
265,875,1,0.95,1,0,0,2026-03-22 22:22:36
265,2370,1,0.95,0,0,0,2026-03-11 22:22:37
265,1486,1,0.52,0,0,0,2026-02-13 22:22:36
265,2675,1,0.63,0,0,0,2026-04-06 22:22:37
265,2152,1,0.71,0,0,0,2026-02-19 22:22:37
265,2220,1,0.58,0,0,0,2026-03-30 22:22:37
265,1717,1,0.97,0,0,0,2026-02-10 22:22:36
265,1613,1,0.87,0,0,0,2026-03-01 22:22:36
265,1851,1,0.88,0,0,0,2026-02-16 22:22:36
265,197,1,0.78,1,0,0,2026-03-19 22:22:36
265,1962,1,0.84,0,0,0,2026-04-11 22:22:36
265,1032,1,0.7,1,0,0,2026-03-13 22:22:36
265,1295,1,0.92,0,0,0,2026-04-30 22:22:36
265,1482,1,0.85,0,0,0,2026-02-28 22:22:36
265,821,1,0.85,0,0,0,2026-03-17 22:22:36
265,1226,1,0.84,0,0,0,2026-02-20 22:22:36
265,2899,1,0.97,0,1,0,2026-04-25 22:22:37
265,1786,1,0.78,0,0,0,2026-03-21 22:22:36
265,2260,1,0.67,0,0,0,2026-05-04 22:22:37
265,2117,1,0.85,0,0,0,2026-03-29 22:22:37
265,289,1,0.57,0,0,0,2026-04-23 22:22:36
265,2278,1,0.73,0,0,0,2026-03-01 22:22:37
265,2696,1,0.61,0,0,0,2026-02-17 22:22:37
265,447,1,0.75,0,0,0,2026-03-04 22:22:36
265,69,1,0.93,0,0,0,2026-03-17 22:22:36
265,298,1,0.62,1,0,0,2026-04-04 22:22:36
265,2785,1,0.59,1,0,0,2026-04-14 22:22:37
265,2827,1,0.6,0,0,0,2026-03-26 22:22:37
265,1420,1,0.91,0,0,1,2026-02-25 22:22:36
265,490,1,0.59,0,0,0,2026-04-14 22:22:36
265,1017,1,0.91,0,0,0,2026-03-13 22:22:36
266,704,1,0.51,0,0,0,2026-03-07 22:22:36
266,2189,1,0.75,0,0,0,2026-03-03 22:22:37
266,420,1,0.75,0,0,0,2026-03-26 22:22:36
266,2471,1,0.84,0,0,0,2026-02-16 22:22:37
266,1116,1,0.94,0,0,0,2026-02-19 22:22:36
266,1031,1,0.55,1,0,0,2026-04-12 22:22:36
266,1983,1,0.81,1,0,0,2026-03-25 22:22:36
266,1908,1,0.87,0,0,0,2026-02-13 22:22:36
266,487,1,0.74,1,0,0,2026-03-18 22:22:36
266,2084,1,0.59,0,0,0,2026-03-21 22:22:37
266,2919,1,0.31,0,1,0,2026-04-07 22:22:37
266,2508,1,0.58,1,0,0,2026-03-13 22:22:37
266,626,1,0.97,0,0,0,2026-05-11 22:22:36
266,951,1,0.7,0,0,0,2026-02-23 22:22:36
266,2687,1,0.75,0,0,0,2026-04-05 22:22:37
266,413,1,0.76,1,0,0,2026-04-23 22:22:36
266,764,1,0.99,0,0,0,2026-05-04 22:22:36
266,1090,1,0.55,0,0,0,2026-05-09 22:22:36
267,2901,1,0.71,1,0,0,2026-03-26 22:22:37
267,147,1,0.74,0,1,0,2026-02-19 22:22:36
267,2310,1,0.58,0,0,0,2026-04-07 22:22:37
267,1018,1,0.86,1,0,0,2026-02-24 22:22:36
267,2340,1,0.78,1,0,0,2026-04-22 22:22:37
267,1485,1,0.51,1,0,0,2026-03-20 22:22:36
267,2313,1,0.84,0,0,0,2026-04-06 22:22:37
267,2847,1,0.83,0,0,0,2026-04-15 22:22:37
267,2846,1,0.85,1,0,0,2026-03-10 22:22:37
267,1478,1,0.62,0,0,0,2026-04-16 22:22:36
267,2814,1,0.84,0,0,0,2026-04-02 22:22:37
267,1923,1,0.64,1,0,0,2026-04-25 22:22:36
267,1908,1,0.9,1,0,0,2026-02-20 22:22:36
267,227,1,0.16,0,1,0,2026-03-26 22:22:36
267,1014,1,0.77,0,1,0,2026-03-15 22:22:36
267,2433,1,0.88,1,0,0,2026-02-24 22:22:37
267,2453,1,0.88,0,0,0,2026-02-22 22:22:37
267,440,1,0.58,0,0,0,2026-05-02 22:22:36
267,1333,1,0.65,0,1,0,2026-04-28 22:22:36
267,769,1,0.74,0,0,0,2026-04-13 22:22:36
267,421,1,0.89,0,0,0,2026-03-17 22:22:36
267,2013,1,0.82,0,0,0,2026-04-29 22:22:36
267,292,1,0.7,0,1,0,2026-03-24 22:22:36
267,2422,1,0.42,0,0,0,2026-03-31 22:22:37
267,976,1,0.7,0,0,0,2026-04-18 22:22:36
267,341,1,0.75,1,1,0,2026-04-15 22:22:36
267,2411,1,0.78,0,0,0,2026-02-12 22:22:37
268,1048,1,0.96,0,0,0,2026-04-05 22:22:36
268,1529,1,0.93,0,0,0,2026-02-26 22:22:36
268,1909,1,0.64,0,0,0,2026-04-10 22:22:36
268,27,1,0.98,0,0,0,2026-05-04 22:22:36
268,2509,1,0.53,1,0,0,2026-03-06 22:22:37
268,101,1,0.86,1,0,0,2026-04-24 22:22:36
268,2460,1,0.54,1,0,0,2026-05-09 22:22:37
268,2176,1,0.35,0,0,0,2026-03-13 22:22:37
268,2987,1,0.69,0,0,0,2026-03-19 22:22:37
268,2970,1,0.85,0,0,0,2026-05-11 22:22:37
268,2053,1,0.83,0,0,0,2026-03-09 22:22:36
268,2843,1,0.75,1,0,0,2026-04-13 22:22:37
268,2602,1,0.83,0,0,0,2026-04-23 22:22:37
268,579,1,0.7,0,0,0,2026-04-29 22:22:36
268,406,1,0.7,0,0,0,2026-02-17 22:22:36
268,1566,1,0.68,1,0,0,2026-05-04 22:22:36
268,194,1,0.48,0,0,0,2026-04-02 22:22:36
268,1037,1,0.62,1,0,0,2026-04-10 22:22:36
269,868,1,0.84,1,0,0,2026-04-20 22:22:36
269,1290,1,0.85,0,0,0,2026-04-14 22:22:36
269,679,1,0.56,0,0,0,2026-05-06 22:22:36
269,1167,1,0.93,1,0,0,2026-04-13 22:22:36
269,1666,1,0.9,0,0,0,2026-04-06 22:22:36
269,530,1,0.69,0,0,0,2026-02-16 22:22:36
269,2325,1,0.21,0,0,0,2026-04-13 22:22:37
269,2013,1,0.87,0,0,0,2026-04-28 22:22:36
269,1481,1,0.96,0,0,0,2026-05-03 22:22:36
269,2103,1,0.64,0,0,0,2026-04-10 22:22:37
269,675,1,0.78,0,0,0,2026-02-17 22:22:36
269,2707,1,0.59,0,0,0,2026-04-03 22:22:37
269,612,1,0.57,0,0,0,2026-04-05 22:22:36
269,1718,1,0.61,0,0,0,2026-03-09 22:22:36
269,2451,1,0.57,0,0,0,2026-03-04 22:22:37
269,137,1,0.7,0,0,0,2026-02-24 22:22:36
269,1080,1,0.58,1,1,0,2026-04-12 22:22:36
269,2883,1,0.69,0,0,0,2026-03-11 22:22:37
269,1743,1,0.68,1,0,0,2026-05-08 22:22:36
269,2689,1,0.78,1,0,1,2026-03-09 22:22:37
269,774,1,0.31,0,0,0,2026-03-04 22:22:36
269,808,1,0.53,0,0,0,2026-03-24 22:22:36
270,2724,1,0.98,0,0,0,2026-03-26 22:22:37
270,2847,1,0.63,0,0,0,2026-04-21 22:22:37
270,2903,1,0.96,0,0,0,2026-02-08 22:22:37
270,1635,1,0.85,1,0,0,2026-03-27 22:22:36
270,1546,1,0.89,1,0,0,2026-04-05 22:22:36
270,1517,1,0.56,1,0,0,2026-03-21 22:22:36
270,1163,1,0.51,0,1,1,2026-03-17 22:22:36
270,924,1,0.5,0,0,0,2026-04-19 22:22:36
270,1693,1,0.94,0,0,0,2026-04-17 22:22:36
270,2385,1,0.89,0,0,0,2026-05-02 22:22:37
270,2590,1,1.0,0,0,0,2026-03-10 22:22:37
270,2461,1,0.78,0,0,0,2026-04-08 22:22:37
270,1958,1,0.67,0,0,0,2026-04-19 22:22:36
270,1012,1,0.23,0,0,0,2026-02-08 22:22:36
270,1068,1,0.88,1,0,0,2026-04-30 22:22:36
270,240,1,0.74,1,0,0,2026-02-21 22:22:36
270,132,1,0.73,0,0,0,2026-03-22 22:22:36
270,1132,1,0.7,0,0,0,2026-04-03 22:22:36
270,205,1,0.59,0,0,0,2026-04-30 22:22:36
270,320,1,0.72,0,0,0,2026-04-16 22:22:36
270,2241,1,0.92,0,0,0,2026-03-10 22:22:37
270,736,1,0.72,0,0,0,2026-03-09 22:22:36
270,1274,1,0.59,0,0,0,2026-04-17 22:22:36
270,1340,1,0.94,0,0,0,2026-04-03 22:22:36
270,577,1,0.5,0,0,0,2026-03-27 22:22:36
270,840,1,0.9,0,0,0,2026-04-25 22:22:36
270,750,1,0.85,0,0,0,2026-04-16 22:22:36
270,1357,1,0.85,1,0,0,2026-02-14 22:22:36
271,1805,1,0.9,0,1,0,2026-04-10 22:22:36
271,822,1,0.56,1,0,0,2026-04-10 22:22:36
271,290,1,0.94,1,0,0,2026-04-19 22:22:36
271,1843,1,0.75,1,0,0,2026-04-04 22:22:36
271,2848,1,0.75,1,0,0,2026-04-06 22:22:37
271,1030,1,0.94,0,0,0,2026-03-03 22:22:36
271,453,1,0.64,0,0,0,2026-04-15 22:22:36
271,2094,1,0.86,0,0,0,2026-04-21 22:22:37
271,1986,1,0.85,0,0,0,2026-04-29 22:22:36
271,1779,1,0.35,0,0,0,2026-02-16 22:22:36
271,1582,1,0.78,1,0,0,2026-03-09 22:22:36
271,550,1,0.53,1,0,0,2026-04-27 22:22:36
271,817,1,0.96,0,0,0,2026-03-07 22:22:36
271,1285,1,0.53,0,0,0,2026-02-24 22:22:36
271,2585,1,0.62,0,0,0,2026-03-24 22:22:37
271,1783,1,0.77,0,0,0,2026-02-17 22:22:36
271,1571,1,0.51,0,0,0,2026-03-29 22:22:36
271,2550,1,0.4,1,0,0,2026-04-10 22:22:37
271,1766,1,0.94,1,0,0,2026-04-01 22:22:36
271,604,1,0.98,1,1,0,2026-02-14 22:22:36
271,2778,1,0.73,0,0,0,2026-02-16 22:22:37
271,2919,1,0.71,0,0,0,2026-04-13 22:22:37
271,2289,1,0.71,1,0,0,2026-02-12 22:22:37
271,622,1,0.18,0,0,0,2026-03-04 22:22:36
271,1190,1,0.76,0,0,1,2026-04-20 22:22:36
271,1881,1,0.56,0,0,0,2026-03-04 22:22:36
271,1862,1,0.97,0,0,0,2026-04-01 22:22:36
271,1005,1,0.55,1,1,0,2026-03-28 22:22:36
271,1311,1,0.54,0,0,0,2026-05-04 22:22:36
271,775,1,0.61,0,0,0,2026-02-19 22:22:36
271,1678,1,0.85,0,0,0,2026-05-04 22:22:36
271,717,1,0.54,0,0,0,2026-03-11 22:22:36
271,2766,1,0.72,0,0,0,2026-03-10 22:22:37
271,277,1,0.62,1,0,0,2026-03-09 22:22:36
271,2194,1,0.8,1,0,0,2026-04-10 22:22:37
271,2695,1,0.88,0,0,0,2026-03-03 22:22:37
272,2268,1,0.82,0,0,0,2026-04-18 22:22:37
272,2160,1,0.24,0,0,0,2026-04-22 22:22:37
272,1180,1,0.65,0,0,0,2026-03-24 22:22:36
272,1312,1,0.91,0,1,0,2026-03-31 22:22:36
272,1381,1,0.89,0,0,0,2026-04-06 22:22:36
272,2150,1,0.25,0,0,0,2026-03-19 22:22:37
272,232,1,0.97,0,0,0,2026-04-03 22:22:36
272,1148,1,0.68,1,0,0,2026-02-17 22:22:36
272,2336,1,0.85,0,0,0,2026-03-23 22:22:37
272,2461,1,0.6,1,0,0,2026-04-04 22:22:37
272,2221,1,0.71,0,0,0,2026-02-15 22:22:37
272,1780,1,0.61,0,0,0,2026-05-04 22:22:36
272,2173,1,0.57,0,0,0,2026-03-06 22:22:37
272,2020,1,0.69,1,0,0,2026-04-19 22:22:36
272,1012,1,0.82,0,1,0,2026-02-15 22:22:36
272,423,1,0.72,1,0,0,2026-04-13 22:22:36
272,325,1,0.55,0,0,0,2026-03-17 22:22:36
272,1271,1,0.83,0,0,0,2026-03-08 22:22:36
272,1933,1,0.81,0,0,0,2026-03-01 22:22:36
272,2984,1,0.61,0,0,0,2026-03-01 22:22:37
272,316,1,0.65,1,0,0,2026-04-30 22:22:36
272,2774,1,0.81,0,0,0,2026-04-26 22:22:37
272,2982,1,0.91,0,0,0,2026-04-02 22:22:37
272,883,1,0.69,0,0,0,2026-04-06 22:22:36
272,2284,1,0.55,0,0,0,2026-03-20 22:22:37
272,428,1,0.13,1,0,0,2026-05-15 22:22:36
273,215,1,0.66,0,0,0,2026-03-02 22:22:36
273,847,1,0.62,0,0,0,2026-04-17 22:22:36
273,23,1,0.53,0,0,0,2026-03-11 22:22:36
273,545,1,0.63,0,0,0,2026-04-23 22:22:36
273,2795,1,0.54,1,0,0,2026-04-19 22:22:37
273,151,1,0.74,1,0,0,2026-04-08 22:22:36
273,1942,1,0.96,0,1,0,2026-03-19 22:22:36
273,2225,1,0.56,0,1,0,2026-03-15 22:22:37
273,245,1,0.58,0,0,0,2026-05-13 22:22:36
273,628,1,0.51,0,0,0,2026-02-18 22:22:36
273,756,1,0.89,0,0,0,2026-03-18 22:22:36
273,1150,1,0.8,0,0,0,2026-05-05 22:22:36
273,2717,1,0.66,1,0,0,2026-02-28 22:22:37
273,601,1,0.56,0,0,0,2026-02-25 22:22:36
273,583,1,0.98,0,0,0,2026-05-05 22:22:36
273,231,1,0.75,1,0,0,2026-03-12 22:22:36
273,898,1,0.97,0,0,0,2026-03-21 22:22:36
273,984,1,0.77,0,0,0,2026-04-06 22:22:36
273,241,1,0.96,0,1,0,2026-04-20 22:22:36
273,889,1,0.19,0,1,0,2026-05-02 22:22:36
273,1474,1,0.13,0,0,0,2026-02-22 22:22:36
274,1815,1,0.63,0,0,0,2026-05-02 22:22:36
274,1118,1,0.62,0,0,0,2026-03-24 22:22:36
274,677,1,0.91,0,0,0,2026-03-19 22:22:36
274,1528,1,0.86,0,0,0,2026-02-26 22:22:36
274,1525,1,0.68,1,0,0,2026-04-04 22:22:36
274,1138,1,0.69,0,0,0,2026-03-18 22:22:36
274,1477,1,0.89,0,0,0,2026-02-26 22:22:36
274,1544,1,0.22,0,0,0,2026-03-24 22:22:36
274,402,1,0.77,0,0,0,2026-03-12 22:22:36
274,1211,1,0.9,0,0,0,2026-02-13 22:22:36
274,1933,1,0.81,0,0,0,2026-02-24 22:22:36
274,107,1,0.9,0,0,0,2026-04-25 22:22:36
274,1752,1,0.63,0,0,0,2026-03-02 22:22:36
274,664,1,0.85,0,0,0,2026-04-16 22:22:36
274,1066,1,0.78,0,0,0,2026-04-03 22:22:36
274,617,1,0.37,1,0,0,2026-02-21 22:22:36
274,1085,1,0.62,1,0,0,2026-04-05 22:22:36
274,1614,1,0.38,1,0,0,2026-04-24 22:22:36
274,2874,1,0.71,0,0,0,2026-05-06 22:22:37
274,977,1,0.57,1,0,0,2026-05-08 22:22:36
274,646,1,0.68,0,0,0,2026-04-16 22:22:36
274,993,1,0.95,0,0,0,2026-03-17 22:22:36
274,1167,1,0.73,1,0,0,2026-04-15 22:22:36
274,341,1,0.27,1,0,0,2026-04-10 22:22:36
274,2970,1,0.72,1,0,0,2026-05-08 22:22:37
274,326,1,0.68,0,0,0,2026-05-11 22:22:36
274,2219,1,0.58,0,0,0,2026-04-28 22:22:37
274,1098,1,0.73,1,0,0,2026-05-04 22:22:36
274,1666,1,0.55,1,0,1,2026-04-02 22:22:36
275,2593,1,0.29,0,0,0,2026-03-04 22:22:37
275,603,1,0.79,0,0,0,2026-03-23 22:22:36
275,1921,1,0.75,0,0,0,2026-03-05 22:22:36
275,78,1,0.99,1,0,0,2026-03-13 22:22:36
275,1461,1,0.95,0,0,0,2026-04-16 22:22:36
275,959,1,0.68,0,0,0,2026-02-18 22:22:36
275,1503,1,0.62,1,1,0,2026-03-02 22:22:36
275,1621,1,0.95,0,0,0,2026-04-29 22:22:36
275,1756,1,0.74,0,0,0,2026-03-03 22:22:36
275,2681,1,0.57,0,0,0,2026-03-22 22:22:37
275,2990,1,0.58,0,0,0,2026-03-12 22:22:37
275,1469,1,0.73,0,0,0,2026-05-06 22:22:36
275,586,1,0.83,0,0,0,2026-04-16 22:22:36
275,1467,1,0.89,0,0,0,2026-02-17 22:22:36
275,145,1,0.7,0,0,0,2026-04-05 22:22:36
275,2149,1,0.51,1,0,0,2026-03-25 22:22:37
275,100,1,0.7,1,0,0,2026-02-13 22:22:36
275,2535,1,0.96,0,0,0,2026-04-03 22:22:37
275,622,1,0.59,0,0,0,2026-02-28 22:22:36
275,2081,1,0.82,0,0,0,2026-03-27 22:22:37
275,1180,1,0.64,0,0,0,2026-03-24 22:22:36
275,1973,1,0.61,0,0,0,2026-04-01 22:22:36
275,200,1,0.69,0,0,0,2026-04-23 22:22:36
275,1315,1,0.66,0,0,0,2026-03-08 22:22:36
275,1121,1,0.17,0,0,0,2026-04-08 22:22:36
275,2622,1,0.89,0,0,0,2026-05-03 22:22:37
275,2577,1,0.67,1,1,0,2026-03-19 22:22:37
275,2305,1,0.61,1,1,0,2026-02-21 22:22:37
275,1293,1,0.83,0,0,0,2026-04-16 22:22:36
276,1902,1,0.75,0,0,0,2026-04-11 22:22:36
276,2097,1,0.95,0,0,0,2026-04-30 22:22:37
276,1395,1,0.72,0,0,0,2026-02-11 22:22:36
276,1241,1,0.93,1,1,0,2026-03-23 22:22:36
276,429,1,0.74,0,0,0,2026-04-01 22:22:36
276,2773,1,0.76,1,0,0,2026-04-21 22:22:37
276,740,1,0.54,0,1,0,2026-04-14 22:22:36
276,2200,1,0.83,0,0,0,2026-02-18 22:22:37
276,2377,1,0.89,1,0,0,2026-03-12 22:22:37
276,1613,1,0.57,0,0,0,2026-03-02 22:22:36
276,2416,1,0.91,0,1,0,2026-03-26 22:22:37
276,1496,1,0.71,0,1,0,2026-04-22 22:22:36
276,1959,1,0.14,1,0,0,2026-03-01 22:22:36
276,1614,1,0.94,1,0,0,2026-04-27 22:22:36
276,636,1,0.67,0,0,0,2026-02-09 22:22:36
276,2505,1,0.4,0,1,0,2026-02-24 22:22:37
276,16,1,0.81,1,0,0,2026-02-16 22:22:36
276,2391,1,0.58,0,1,0,2026-03-09 22:22:37
276,597,1,0.78,1,1,0,2026-02-22 22:22:36
276,1025,1,0.98,0,0,0,2026-04-29 22:22:36
276,673,1,0.77,1,0,0,2026-04-17 22:22:36
276,688,1,0.54,0,1,0,2026-02-25 22:22:36
276,574,1,0.67,1,0,0,2026-04-27 22:22:36
276,1521,1,0.7,0,0,0,2026-04-07 22:22:36
277,2199,1,0.82,0,0,0,2026-03-04 22:22:37
277,2487,1,0.89,1,0,0,2026-04-27 22:22:37
277,1814,1,0.67,1,0,0,2026-03-13 22:22:36
277,546,1,0.82,0,0,0,2026-05-05 22:22:36
277,1769,1,0.8,0,0,0,2026-04-10 22:22:36
277,1147,1,0.92,1,0,0,2026-04-29 22:22:36
277,826,1,0.95,1,0,0,2026-04-05 22:22:36
277,416,1,0.73,1,0,0,2026-03-29 22:22:36
277,2755,1,1.0,0,1,0,2026-03-13 22:22:37
277,467,1,0.88,0,1,0,2026-04-10 22:22:36
277,108,1,0.71,1,0,0,2026-03-24 22:22:36
277,2063,1,0.74,0,0,0,2026-03-15 22:22:36
277,1372,1,0.27,1,0,0,2026-02-28 22:22:36
277,752,1,0.85,0,0,0,2026-02-16 22:22:36
277,2907,1,0.86,0,0,0,2026-04-03 22:22:37
277,1266,1,0.85,0,0,0,2026-05-07 22:22:36
277,497,1,0.71,0,0,0,2026-04-26 22:22:36
277,2481,1,0.3,0,0,0,2026-02-15 22:22:37
277,355,1,0.99,0,0,0,2026-02-22 22:22:36
277,1121,1,0.8,0,0,0,2026-04-07 22:22:36
277,563,1,0.57,0,0,0,2026-03-12 22:22:36
277,2279,1,0.69,0,0,0,2026-04-17 22:22:37
277,595,1,0.75,0,0,0,2026-03-21 22:22:36
277,924,1,0.74,0,0,0,2026-04-21 22:22:36
277,538,1,0.94,1,0,0,2026-05-16 22:22:36
277,2773,1,0.56,0,1,0,2026-04-24 22:22:37
277,1776,1,0.63,1,1,0,2026-03-07 22:22:36
277,398,1,0.95,0,0,0,2026-04-10 22:22:36
277,2891,1,0.41,1,0,0,2026-03-18 22:22:37
277,2198,1,0.79,1,0,0,2026-04-02 22:22:37
277,84,1,0.49,1,0,0,2026-03-25 22:22:36
277,891,1,0.72,0,0,0,2026-03-02 22:22:36
277,2463,1,0.72,1,0,0,2026-02-21 22:22:37
277,413,1,0.95,0,1,0,2026-04-20 22:22:36
277,1205,1,0.68,1,0,0,2026-05-02 22:22:36
277,901,1,0.62,1,0,0,2026-02-23 22:22:36
277,46,1,0.7,1,0,0,2026-02-22 22:22:36
277,1582,1,0.53,0,1,0,2026-03-03 22:22:36
277,239,1,0.82,0,0,0,2026-04-08 22:22:36
277,151,1,0.62,0,0,0,2026-04-09 22:22:36
277,1352,1,0.94,1,0,1,2026-02-19 22:22:36
277,122,1,0.97,0,0,0,2026-04-07 22:22:36
277,577,1,0.93,1,0,0,2026-03-23 22:22:36
277,2127,1,0.17,0,0,0,2026-04-03 22:22:37
277,63,1,0.81,0,0,0,2026-05-03 22:22:36
277,488,1,0.12,0,0,0,2026-03-21 22:22:36
277,921,1,0.83,0,0,0,2026-04-11 22:22:36
277,817,1,0.91,0,0,0,2026-03-17 22:22:36
277,2281,1,0.63,0,0,0,2026-02-20 22:22:37
277,2125,1,0.73,0,0,0,2026-05-08 22:22:37
