reel_id,popularity_score
1035,71.38
1320,71.36
201,71.34
1905,71.32
1117,71.3
2576,71.3
2263,71.26
929,71.26
11,71.24
2286,71.24
695,71.22
2120,71.22
2111,71.2
294,71.2
1293,71.2
1906,71.16
944,71.14
2039,71.14
1585,71.14
715,71.14
2657,71.11999999999999
1210,71.08
1029,71.08
2465,71.08
418,71.08
2688,71.06
962,71.0
1740,71.0
287,70.98
1440,70.94
1383,70.92
1871,70.88
685,70.88
2940,70.86
1851,70.86
1760,70.86
1664,70.82
778,70.8
78,70.8
2214,70.78
2557,70.76
909,70.76
2386,70.74
1289,70.74
1741,70.74
993,70.72
837,70.68
1105,70.67999999999999
871,70.67999999999999
490,70.62
865,70.62
440,70.62
899,70.62
613,70.6
1717,70.6
2569,70.58
1614,70.56
1753,70.56
1325,70.54
824,70.54
2072,70.52
429,70.52
378,70.48
2934,70.48
85,70.48
1285,70.46
2999,70.46
2908,70.44
1233,70.44
428,70.4
2369,70.38
2676,70.36
371,70.36
1248,70.34
1768,70.32000000000001
218,70.32000000000001
411,70.22
2708,70.2
1082,70.2
319,70.18
1050,70.17999999999999
2744,70.16
2750,70.16
2327,70.14
2212,70.14
2504,70.14
575,70.12
502,70.1
1822,70.1
1870,70.06
1109,70.04
1579,70.0
2637,70.0
42,69.98
678,69.96
1523,69.92
1794,69.9
1733,69.9
388,69.86
379,69.86
1204,69.84
1525,69.82000000000001
2875,69.8
2055,69.8
410,69.78
586,69.76
2179,69.7
1867,69.68
355,69.67999999999999
810,69.66
1084,69.66
367,69.6
1962,69.58
2718,69.58
2470,69.52
1936,69.5
2567,69.5
482,69.48
1478,69.42
1456,69.4
2546,69.38
2865,69.38
2734,69.38
955,69.36
970,69.36
2647,69.34
2013,69.32
1115,69.32
1948,69.3
1937,69.28
2332,69.22
1458,69.22
671,69.22
2827,69.17999999999999
1677,69.16
451,69.16
668,69.14
33,69.14
1411,69.12
2770,69.1
714,69.1
604,69.1
866,69.1
1660,69.08
2662,69.06
2898,69.06
2735,69.03999999999999
2652,69.0
1152,69.0
2331,68.98
2082,68.98
2008,68.98
2056,68.98
365,68.98
2553,68.96
215,68.96
13,68.94
1916,68.94
2365,68.86
199,68.82000000000001
2828,68.78
991,68.78
2276,68.78
1692,68.72
734,68.72
1369,68.7
442,68.62
48,68.62
2824,68.6
995,68.6
499,68.58
1492,68.58
1821,68.54
1511,68.53999999999999
1076,68.53999999999999
1809,68.52
409,68.5
2121,68.48
1642,68.48
923,68.48
2793,68.46000000000001
1211,68.46
1388,68.46
591,68.46
1334,68.46
928,68.42
2087,68.4
2792,68.38
2473,68.38
292,68.38
267,68.38
1435,68.38
1192,68.38
2009,68.32000000000001
1946,68.32
1862,68.32
2457,68.3
223,68.28
2296,68.24
716,68.24
2407,68.24
589,68.24
2323,68.2
1268,68.18
2474,68.16
59,68.16
1348,68.16
800,68.12
344,68.12
2137,68.08
1981,68.08
2752,68.08
2105,68.08
2371,68.06
2986,68.0
2923,68.0
2311,68.0
838,67.98
2194,67.98
1491,67.96000000000001
933,67.94
605,67.92
2653,67.88
1704,67.88
143,67.86
496,67.82
1254,67.8
456,67.76
2232,67.74
2361,67.74
2079,67.72
1752,67.7
2712,67.68
2133,67.66
749,67.58
2454,67.52
1795,67.5
2301,67.48
2404,67.46000000000001
1228,67.42
1881,67.4
914,67.38
2402,67.38
748,67.38
1306,67.32
1090,67.3
1898,67.26
1697,67.26
1393,67.26
312,67.24
2446,67.22
1725,67.2
2551,67.14
2156,67.14
836,67.14
1667,67.08
511,67.08
2831,67.06
57,67.02
1098,67.02
81,67.0
2237,67.0
189,66.96000000000001
1001,66.9
783,66.9
582,66.84
2110,66.82000000000001
136,66.82000000000001
1613,66.82
2686,66.82
101,66.78
2505,66.74000000000001
1332,66.72
1253,66.72
1578,66.7
2573,66.7
1311,66.7
631,66.68
1853,66.68
1856,66.67999999999999
1872,66.64
652,66.62
1079,66.6
2392,66.6
2626,66.52
2656,66.52
224,66.48
776,66.48
2388,66.48
122,66.46
1375,66.44
246,66.42
1787,66.42
486,66.38
2285,66.34
814,66.34
1075,66.3
1008,66.3
643,66.3
2733,66.28
1112,66.28
2233,66.26
1307,66.24000000000001
2062,66.17999999999999
1524,66.12
2638,66.1
735,66.08
1044,66.06
489,66.03999999999999
723,66.02
683,66.0
1396,65.96
1501,65.96
1250,65.92
648,65.86
2471,65.86
1565,65.86
1124,65.86
254,65.72
2797,65.68
536,65.68
178,65.66
348,65.62
1512,65.56
2498,65.56
1574,65.56
2274,65.52
2575,65.52
2403,65.48
2902,65.48
109,65.48
102,65.48
44,65.42
1448,65.42
435,65.42
1947,65.38
2338,65.34
2116,65.34
1646,65.32
1693,65.3
979,65.3
14,65.28
2384,65.28
229,65.26
2095,65.24
1593,65.2
132,65.2
2955,65.18
497,65.18
2960,65.17999999999999
2515,65.14
1633,65.14
2260,65.12
2946,65.08
2462,65.06
347,65.06
1282,65.03999999999999
2739,65.03999999999999
1123,65.03999999999999
2868,65.0
268,64.96000000000001
2506,64.96
938,64.96
1724,64.9
1723,64.9
214,64.82
2197,64.8
1682,64.78
2869,64.78
2372,64.78
1313,64.76
2815,64.74
327,64.7
1763,64.7
2964,64.68
2741,64.68
2240,64.66
1314,64.64
2014,64.6
1191,64.6
2437,64.58
2519,64.58
445,64.56
1013,64.56
1405,64.52
1934,64.52
2206,64.52
2756,64.5
2032,64.44
1265,64.42
2892,64.38
2243,64.38
2177,64.34
2537,64.34
1126,64.32000000000001
1038,64.24
2035,64.22
2052,64.2
1454,64.18
612,64.16
2290,64.10000000000001
601,64.08
2411,64.02
1349,63.980000000000004
1011,63.98
539,63.94
1674,63.94
2196,63.94
1845,63.88
2878,63.88
2492,63.88
210,63.84
1507,63.8
491,63.8
1283,63.76
1904,63.72
773,63.7
2808,63.66
64,63.6
2398,63.6
908,63.599999999999994
251,63.58
394,63.58
1961,63.58
1990,63.56
1034,63.54
2317,63.52
679,63.52
29,63.519999999999996
985,63.5
1022,63.48
1736,63.44
977,63.44
247,63.44
2022,63.4
813,63.36
2020,63.34
1772,63.339999999999996
2316,63.3
777,63.3
789,63.28
2131,63.28
673,63.26
1925,63.26
115,63.26
283,63.24
927,63.18
470,63.18
1834,63.160000000000004
2342,63.160000000000004
2604,63.16
141,63.120000000000005
774,63.12
1053,63.08
1273,63.08
2523,63.06
1500,63.04
359,63.04
1631,63.02
1351,62.98
2468,62.94
2360,62.8
2351,62.739999999999995
1480,62.72
831,62.7
1140,62.660000000000004
554,62.6
2529,62.54
2507,62.54
1446,62.54
1417,62.5
895,62.480000000000004
2460,62.38
2160,62.38
1510,62.34
802,62.26
1976,62.239999999999995
2602,62.199999999999996
934,62.18
2063,62.18
1358,62.14
543,62.1
2764,62.08
2713,62.08
1726,62.0
905,62.0
1893,62.0
867,61.98
1782,61.88
2430,61.86
4,61.800000000000004
1974,61.8
1021,61.78
1888,61.76
634,61.72
2340,61.62
626,61.6
1420,61.6
2559,61.58
827,61.58
713,61.56
1305,61.54
1985,61.54
526,61.52
238,61.52
1747,61.52
968,61.52
971,61.519999999999996
861,61.48
1374,61.4
50,61.4
2736,61.379999999999995
142,61.34
2910,61.32
262,61.32
2490,61.32
2565,61.28
1252,61.26
2001,61.24
738,61.22
2080,61.22
2074,61.16
510,61.12
1952,61.12
2959,61.1
904,61.1
255,61.1
1880,61.08
919,61.06
1727,61.06
72,61.06
751,61.04
2208,60.92
2775,60.9
243,60.9
2881,60.88
2655,60.86
657,60.84
391,60.84
478,60.84
1072,60.72
1350,60.72
2777,60.68
1663,60.68
2503,60.66
1127,60.66
463,60.56
2073,60.54
281,60.48
2034,60.46
2884,60.4
2691,60.4
1017,60.4
130,60.38
2400,60.300000000000004
807,60.3
1397,60.28
2570,60.26
1274,60.24
2149,60.199999999999996
79,60.14
426,60.14
52,60.120000000000005
578,60.08
608,60.06
1899,60.04
892,60.04
2057,60.019999999999996
249,60.0
1189,59.98
1037,59.96
476,59.92
1638,59.88
1590,59.84
366,59.800000000000004
2283,59.78
1581,59.76
609,59.74
666,59.699999999999996
2068,59.660000000000004
1272,59.64
55,59.64
954,59.62
2836,59.6
311,59.56
1858,59.5
1260,59.46
1684,59.46
1438,59.44
1208,59.44
1463,59.4
2876,59.4
2432,59.38
2671,59.38
936,59.34
1027,59.28
1267,59.28
1475,59.26
2962,59.24
227,59.22
702,59.14
1240,59.14
651,59.12
860,59.08
1183,59.08
2172,59.06
1070,59.04
2026,58.94
1833,58.92
2220,58.86
703,58.86
1429,58.86
1991,58.82
2669,58.760000000000005
1645,58.64
323,58.620000000000005
1466,58.54
593,58.54
481,58.480000000000004
2089,58.48
1319,58.48
2189,58.48
1476,58.46
2968,58.46
441,58.42
2140,58.4
446,58.38
1718,58.24
1755,58.22
580,58.2
1743,58.12
1757,58.1
2451,58.1
726,58.019999999999996
1681,57.92
1788,57.88
1294,57.82
2947,57.82
743,57.8
2987,57.8
1878,57.8
1797,57.78
1756,57.74
1116,57.72
2221,57.66
1074,57.64
1575,57.64
2998,57.62
2574,57.56
2639,57.54
1690,57.54
1247,57.54
663,57.52
335,57.52
1964,57.46
2904,57.42
196,57.4
2879,57.379999999999995
2429,57.24
2463,57.24
1530,57.2
2918,57.18
1659,57.160000000000004
1599,57.14
2084,57.14
2909,57.08
21,57.08
177,57.06
684,57.02
2223,57.0
239,56.96
404,56.9
1004,56.86
320,56.86
1861,56.82
1715,56.82
2122,56.82
584,56.76
538,56.74
1161,56.72
2513,56.72
2601,56.6
1996,56.6
945,56.52
2218,56.5
1829,56.480000000000004
762,56.46
1147,56.46
2649,56.4
230,56.36
337,56.32
123,56.32
1568,56.239999999999995
635,56.22
2096,56.2
2589,56.2
1416,56.120000000000005
2816,56.04
1197,56.02
1621,56.02
787,56.0
1806,56.0
1160,55.9
274,55.86
1557,55.84
170,55.76
2672,55.74
1382,55.7
2714,55.68
2552,55.68
664,55.64
840,55.599999999999994
1324,55.54
1828,55.54
1635,55.519999999999996
376,55.5
757,55.480000000000004
1859,55.44
1567,55.4
2117,55.36
1171,55.26
705,55.2
1377,55.16
1263,55.16
56,55.08
131,55.08
1266,55.04
1251,55.04
885,55.02
354,55.019999999999996
801,54.96
1931,54.96
2420,54.94
2624,54.86
2366,54.82
1323,54.8
572,54.8
1292,54.76
687,54.76
393,54.64
2396,54.620000000000005
506,54.62
1086,54.6
1914,54.6
126,54.46
1195,54.44
2154,54.44
1634,54.42
84,54.32
1065,54.32
546,54.260000000000005
1327,54.24
1165,54.22
740,54.22
2358,54.18
1909,54.120000000000005
765,54.12
675,54.06
1662,54.04
322,53.92
1096,53.92
2376,53.86
63,53.8
472,53.78
1039,53.78
532,53.76
2685,53.660000000000004
1863,53.58
1544,53.56
846,53.56
1450,53.54
2128,53.480000000000004
385,53.480000000000004
2228,53.48
2481,53.46
83,53.44
1528,53.42
621,53.3
912,53.24
1010,53.14
1009,53.14
1485,53.120000000000005
2804,53.12
1987,53.06
2182,53.04
1983,52.980000000000004
1535,52.92
1291,52.92
51,52.86
1559,52.8
2956,52.8
1132,52.78
1310,52.76
697,52.76
436,52.7
2542,52.54
1214,52.5
273,52.32
2053,52.300000000000004
1101,52.24
855,52.24
1168,52.22
15,52.2
188,52.2
2707,52.12
1381,52.02
1766,52.02
1855,52.019999999999996
2166,51.980000000000004
1442,51.92
2183,51.8
16,51.8
357,51.8
692,51.76
1700,51.74
793,51.74
1067,51.68
2807,51.66
852,51.62
2849,51.58
2415,51.52
1825,51.519999999999996
799,51.5
1791,51.48
95,51.42
2452,51.379999999999995
1739,51.36
1647,51.26
368,51.24
2270,51.22
1956,51.22
1549,51.12
419,51.02
1414,51.019999999999996
444,50.92
1148,50.9
969,50.72
1539,50.7
2568,50.7
2455,50.6
401,50.54
2093,50.5
2972,50.480000000000004
2758,50.4
1280,50.36
622,50.300000000000004
261,50.28
2005,50.22
362,50.18
475,50.18
1270,50.18
124,49.92
2357,49.9
1517,49.88
2598,49.88
1746,49.84
2348,49.84
717,49.76
2988,49.72
1110,49.64
1371,49.42
562,49.38
1439,49.22
1698,49.22
2381,49.1
2141,49.08
2821,48.980000000000004
1669,48.98
1395,48.94
1695,48.92
1503,48.86
2931,48.66
2198,48.64
556,48.379999999999995
1457,48.36
795,48.36
1827,48.36
2408,48.22
117,48.22
975,48.08
998,47.94
2928,47.86
2665,47.379999999999995
1142,47.339999999999996
1533,47.28
1773,47.26
1942,47.2
2318,47.160000000000004
1113,47.14
798,47.14
1604,47.08
1198,47.08
1699,47.04
1083,47.02
266,46.96
2100,46.88
707,46.8
2645,46.72
369,46.68
1295,46.56
1622,46.32
1155,46.32
1159,46.24
1573,46.14
1262,46.06
353,45.9
752,45.9
437,45.82
2435,45.660000000000004
1824,45.52
242,45.36
2873,45.339999999999996
146,45.3
1665,45.24
1357,45.18
2658,44.98
1494,44.94
1071,44.78
2846,44.74
1771,44.56
2349,44.4
728,44.2
1967,43.78
1734,43.74
118,43.5
330,43.480000000000004
301,43.28
2663,43.22
2266,43.12
2648,42.82
2495,42.76
1589,42.74
796,42.519999999999996
149,42.519999999999996
967,42.4
1409,42.16
9,41.980000000000004
464,41.94
186,41.82
381,41.58
1935,41.44
822,41.24
114,41.14
34,40.76
270,40.66
2618,40.6
1054,40.54
594,40.42
1895,40.2
1046,39.92
2138,39.480000000000004
1275,39.4
541,39.08
2410,38.82
1425,38.76
2856,38.58
2779,38.46
2167,38.14
1299,36.76
2418,36.66
2717,36.52
521,36.44
2030,36.32
1764,36.2
2162,36.2
2540,35.9
1673,35.8
1355,35.480000000000004
2248,34.26
1751,33.02
2822,32.82
659,29.9
69,29.459999999999997
1652,27.38
943,23.02
